st_date,blknum,accounts,storages,trienodes,codes,accountsize,storagesize,trienodesize,codesize
2018-09-28,6411966,45270946,128905681,236409248,7383531,2714695480,9990190278,27724732578,5239951999
2018-09-29,6418064,45317931,129332840,237044280,7392666,2717809296,10023295100,27794247608,5253413766
2018-09-30,6424159,45364985,129839879,237789511,7407894,2721463040,10062590623,27875302151,5269710279
2018-10-01,6430273,45408788,130241782,238391907,7414331,2724100349,10093738105,27941293425,5276857928
2018-10-02,6436368,45455203,130604740,238941982,7422685,2727074973,10121867350,28002096061,5285943964
2018-10-03,6442548,45503062,130988744,239521591,7435166,2730474312,10151627660,28066013155,5298175620
2018-10-04,6448623,45560824,131336358,240066750,7452594,2734652794,10178567745,28126719030,5318552947
2018-10-05,6454769,45613648,131643644,240555668,7465483,2738228434,10202382410,28181240146,5332696158
2018-10-06,6460868,45661959,131946289,241032700,7469882,2740725376,10225837398,28234439489,5339420975
2018-10-07,6467090,45727364,132305975,241610352,7480431,2744424779,10253713063,28298478858,5356255533
2018-10-08,6473331,45772222,132602805,242076061,7487739,2747094890,10276717388,28349876118,5367450179
2018-10-09,6479510,45824559,132921209,242576392,7502340,2750885016,10301393698,28405730327,5385374618
2018-10-10,6485659,45870657,133259891,243100136,7510752,2753788478,10327641553,28463632154,5397951983
2018-10-11,6491827,45914593,133545849,243551515,7517145,2756202693,10349803298,28513819698,5404765586
2018-10-12,6497970,45964859,133836500,244011763,7524329,2759082536,10372328750,28565541064,5412587505
2018-10-13,6504140,46019263,134155963,244516910,7531193,2762241901,10397087133,28622674183,5419413492
2018-10-14,6510316,46060975,134492828,245031383,7538734,2764680278,10423194170,28679500521,5427016589
2018-10-15,6516498,46100118,134886112,245619857,7544164,2766992182,10453673680,28742803630,5432968975
2018-10-16,6522593,46148575,135143167,246034447,7550454,2769823418,10473595443,28789690833,5440676294
2018-10-17,6528707,46197561,135444035,246508494,7554565,2772382978,10496912713,28842401657,5446797069
2018-10-18,6534837,46248165,135723892,246954716,7561829,2775165112,10518601630,28892720353,5453009765
2018-10-19,6540979,46292498,136077879,247499596,7567206,2777583274,10546035623,28952397323,5459781762
2018-10-20,6547044,46344215,136325759,247900619,7571712,2780356925,10565246323,28998351326,5466392961
2018-10-21,6553202,46395322,136645697,248403225,7575507,2783133448,10590041518,29054033958,5470324948
2018-10-22,6559326,46438970,136977672,248911790,7580938,2785691461,10615769580,29109724213,5479673267
2018-10-23,6565391,46487955,137245374,249339436,7590070,2788701782,10636516485,29157745483,5493565038
2018-10-24,6571559,46539204,137554404,249824434,7598568,2791795578,10660466310,29211690417,5503912530
2018-10-25,6577683,46600425,137823928,250275128,7609831,2795736664,10681354420,29262880295,5534690624
2018-10-26,6583806,46661435,138094836,250731546,7621805,2799646594,10702349790,29314581343,5569483312
2018-10-27,6589928,46715171,138365691,251173841,7630934,2802808120,10723341053,29364398146,5593202496
2018-10-28,6596028,46756060,138746902,251746540,7634716,2804943424,10752884905,29426027057,5597385122
2018-10-29,6602165,46805016,139055130,252230836,7640205,2807769318,10776772575,29479496186,5603070807
2018-10-30,6608276,46865625,139329061,252679889,7646122,2811046840,10798002228,29530398263,5609709405
2018-10-31,6614319,46941039,139590848,253134354,7664630,2815343189,10818290720,29583272578,5617084920
2018-11-01,6620476,47015862,139887702,253634204,7678412,2819518584,10841296905,29640634106,5625373679
2018-11-02,6626545,47070202,140178307,254097089,7683268,2822251909,10863818793,29693002884,5631623162
2018-11-03,6632614,47115246,140445741,254515399,7689197,2824608059,10884544928,29740041531,5636440366
2018-11-04,6638733,47153945,140677211,254875878,7695674,2826628706,10902483853,29780871496,5640387273
2018-11-05,6644842,47199522,140920467,255264366,7706040,2829211149,10921336193,29825125936,5644542843
2018-11-06,6650917,47251290,141173456,255674313,7716940,2832230390,10940942840,29871939956,5654112335
2018-11-07,6656981,47303895,141412557,256066630,7726741,2835109667,10959473168,29916878374,5659958366
2018-11-08,6663125,47355905,141654435,256461963,7738965,2838100117,10978218713,29962385140,5666708823
2018-11-09,6669191,47416676,141930073,256910057,7759452,2842212758,10999580658,30013781002,5676057547
2018-11-10,6675282,47485250,142175136,257329805,7792825,2847021418,11018573040,30062756576,5684682877
2018-11-11,6681395,47566290,142492337,257864187,7837665,2852772234,11043156118,30124089504,5694018843
2018-11-12,6687516,47640723,142775353,258338387,7867620,2857708106,11065089858,30178450955,5705976284
2018-11-13,6693687,47698135,143094477,258844395,7894202,2862076512,11089821968,30234804344,5720439012
2018-11-14,6699782,47762411,143374787,259300786,7931073,2867002616,11111545993,30287338559,5733813277
2018-11-15,6705853,47833179,143661149,259771423,7963037,2872358242,11133739048,30341470830,5747237507
2018-11-16,6711926,47898167,143938507,260222477,8022641,2877419624,11155234293,30393937559,5764422812
2018-11-17,6718108,47977834,144261687,260761549,8070610,2883721930,11180280743,30456029287,5780062113
2018-11-18,6724220,48076585,144629116,261385365,8137760,2891880507,11208756490,30527907133,5794107663
2018-11-19,6730379,48156637,144899702,261849440,8189601,2899159285,11229726905,30581634052,5815909930
2018-11-20,6736378,48231801,145132863,262254638,8230352,2905074458,11247796883,30628860119,5837258013
2018-11-21,6742406,48308701,145370640,262670987,8264384,2910807478,11266224600,30677736456,5854399242
2018-11-22,6748542,48373598,145648570,263125797,8302208,2915842979,11287764175,30729980318,5871733808
2018-11-23,6754605,48444048,145924214,263587271,8344272,2921207451,11309126585,30782928836,5886493379
2018-11-24,6760724,48515875,146187858,264035056,8383705,2926860950,11329558995,30834836862,5902547045
2018-11-25,6766843,48583834,146433652,264451315,8427345,2932636344,11348608030,30882808968,5917316511
2018-11-26,6772997,48654964,146674947,264866808,8468459,2938103394,11367308393,30930952615,5930220412
2018-11-27,6779068,48712715,146942310,265300891,8504416,2942735653,11388029025,30980141794,5943237270
2018-11-28,6785063,48772782,147250802,265793581,8549277,2947479227,11411937155,31035571336,5957707958
2018-11-29,6791089,48843122,147534870,266263754,8587275,2952919605,11433952425,31089555872,5975353477
2018-11-30,6797210,48895977,147787291,266667518,8611355,2956990000,11453515053,31135599286,5989196527
2018-12-01,6803256,48949766,148121268,267186665,8634307,2960999146,11479398270,31193824005,6001358990
2018-12-02,6809313,49026810,148407447,267669492,8695675,2967420379,11501577143,31250133979,6014305459
2018-12-03,6815374,49102210,148662659,268109864,8741136,2973683261,11521356073,31301403120,6027096513
2018-12-04,6821407,49160392,148944433,268562124,8767786,2978347346,11543193558,31352887802,6041732308
2018-12-05,6827446,49213243,149212033,268984881,8791503,2982663130,11563932558,31401113143,6055742711
2018-12-06,6833463,49272054,149471762,269407038,8816187,2987276075,11584061555,31449532751,6068162898
2018-12-07,6839519,49343962,149741758,269867172,8847840,2992164757,11604986245,31502837540,6076393134
2018-12-08,6845491,49433450,149955327,270272323,8895936,2998391531,11621537843,31551430885,6085216340
2018-12-09,6851514,49529394,150182049,270703685,8943946,3004796021,11639108798,31602852328,6095048631
2018-12-10,6857611,49612351,150355150,271068293,8979287,3010021822,11652524125,31648426656,6105775511
2018-12-11,6863787,49687568,150589125,271457955,8998830,3014458125,11670657188,31692934982,6113310290
2018-12-12,6869771,49759836,150908749,271988220,9033665,3019332971,11695428048,31753327174,6120770707
2018-12-13,6875847,49830672,151228631,272515039,9074651,3024235936,11720218903,31812785074,6130158275
2018-12-14,6881944,49883014,151551564,273019153,9105905,3027467579,11745246210,31869451753,6140823501
2018-12-15,6887958,49939457,151859438,273507981,9134888,3030989882,11769106445,31924577815,6149799476
2018-12-16,6894073,50050430,152163541,274065354,9220540,3038838810,11792674428,31990510146,6157971282
2018-12-17,6900112,50153597,152419930,274542800,9277765,3045364594,11812544575,32047322319,6168509049
2018-12-18,6906003,50210077,152697926,274988072,9309154,3049395790,11834089265,32097823927,6184215946
2018-12-19,6911864,50267968,152999475,275466492,9337307,3053750046,11857459313,32151951153,6204013207
2018-12-20,6917713,50360127,153258247,275933490,9391993,3060742525,11877514143,32207042451,6223533117
2018-12-21,6923566,50454859,153518489,276406105,9449158,3067721438,11897682898,32262926006,6236470012
2018-12-22,6929403,50553033,153812069,276929111,9506374,3074973470,11920435348,32324472042,6249178867
2018-12-23,6935328,50667532,154078660,277437769,9589050,3084308088,11941096150,32385386511,6262596889
2018-12-24,6941193,50790200,154309917,277906829,9680579,3094100427,11959018568,32442619773,6276845291
2018-12-25,6947120,50886941,154587990,278406840,9739084,3101126222,11980569225,32501558689,6287830076
2018-12-26,6953087,50925776,154915521,278898340,9747817,3103029264,12005952878,32556160133,6293952581
2018-12-27,6959048,50992305,155189916,279359887,9784080,3107412538,12027218490,32609807636,6301294201
2018-12-28,6964941,51057182,155464729,279818110,9814830,3111472683,12048516498,32662111112,6309019884
2018-12-29,6970848,51097592,155741268,280245511,9818544,3113331710,12069948270,32709644566,6314201822
2018-12-30,6976808,51157512,156028600,280714971,9842668,3116841635,12092216500,32762767406,6320723916
2018-12-31,6982694,51200623,156327713,281177643,9858300,3119219008,12115397758,32813768463,6324837035
2019-01-01,6988615,51265439,156580463,281609953,9886491,3123230851,12134985883,32863390655,6329451456
2019-01-02,6994486,51294800,156846210,282007260,9889029,3124613371,12155581275,32907309708,6332159541
2019-01-03,7000417,51338250,157091966,282395584,9894809,3126770206,12174627365,32951266216,6336477196
2019-01-04,7005997,51388524,157299608,282742859,9909354,3129640763,12190719620,32991249519,6341917958
2019-01-05,7011551,51437375,157558448,283158669,9923289,3132427827,12210779720,33038096935,6348137477
2019-01-06,7017171,51477938,157836167,283585612,9931738,3134443826,12232302943,33085526830,6352166313
2019-01-07,7022756,51524681,158063235,283954702,9941904,3136915360,12249900713,33127389365,6355652450
2019-01-08,7028366,51568368,158284037,284308458,9948639,3139190640,12267012868,33167605555,6363203696
2019-01-09,7033928,51623945,158495988,284666822,9953723,3141983970,12283439070,33209015535,6368613866
2019-01-10,7039538,51673745,158718169,285031804,9958093,3144479093,12300658098,33250827030,6374822931
2019-01-11,7045106,51718682,158939355,285390412,9963405,3146739230,12317800013,33291523064,6381100775
2019-01-12,7050672,51769278,159198786,285805301,9996981,3149723443,12337905915,33338926298,6388675562
2019-01-13,7056213,51817974,159445468,286201054,10029191,3152803003,12357023770,33383948775,6395637173
2019-01-14,7061848,51863573,159665502,286559081,10046675,3155201026,12374076405,33424855438,6399494588
2019-01-15,7067477,51899692,159946204,286989900,10051815,3156083971,12395830810,33473106342,6404265188
2019-01-16,7073096,51940576,160227839,287426131,10065552,3157957389,12417657523,33522371159,6410721135
2019-01-17,7078624,51991167,160447428,287789880,10086136,3161150011,12434675670,33564520002,6422377685
2019-01-18,7084185,52036201,160631691,288099240,10101077,3163735594,12448956053,33600492676,6429566977
2019-01-19,7089804,52081200,160852390,288456909,10111777,3166000840,12466060225,33641683966,6435959211
2019-01-20,7095487,52121405,161105183,288853054,10120986,3168012838,12485651683,33686281788,6441545767
2019-01-21,7101086,52170587,161342296,289238791,10141382,3171017242,12504027940,33730310151,6447225354
2019-01-22,7106180,52211295,161591261,289630429,10152622,3173164699,12523322728,33774595067,6453019499
2019-01-23,7111252,52250723,161897705,290096341,10156763,3175204494,12547072138,33826398005,6458658266
2019-01-24,7116243,52302506,162143271,290496545,10170948,3178346082,12566103503,33872516438,6468006405
2019-01-25,7121329,52345138,162402916,290904054,10178538,3180653830,12586225990,33918478672,6473715196
2019-01-26,7126435,52393376,162598489,291229576,10192310,3183590331,12601382898,33956278230,6479647299
2019-01-27,7131490,52450656,162853537,291647420,10234297,3187335395,12621149118,34004538095,6487049844
2019-01-28,7136503,52486593,163079869,292001767,10253101,3189393096,12638689848,34044713836,6493216191
2019-01-29,7141387,52532351,163298873,292356358,10267341,3191861414,12655662658,34085238728,6501213837
2019-01-30,7146257,52572185,163507550,292690016,10274309,3193748149,12671835125,34123277142,6506715010
2019-01-31,7151206,52624276,163714856,293037994,10292555,3196923875,12687901340,34163616097,6513758316
2019-02-01,7156137,52661949,164093343,293602954,10298481,3198855968,12717234083,34226859951,6519714209
2019-02-02,7160985,52705127,164335414,293985013,10312752,3201492698,12735994585,34270349018,6529674879
2019-02-03,7165920,52750976,164521757,294295666,10337173,3204700182,12750436168,34306358978,6538821674
2019-02-04,7170778,52783973,164707973,294590270,10355386,3206954378,12764867908,34339730965,6546401072
2019-02-05,7175716,52818076,164894942,294887070,10368917,3209398024,12779358005,34373186348,6556241989
2019-02-06,7180616,52867168,165073768,295192449,10395703,3213147258,12793217020,34408730160,6566846156
2019-02-07,7185508,52910433,165273521,295519028,10416408,3216433218,12808697878,34446002498,6576327013
2019-02-08,7190426,52946549,165492485,295863580,10428302,3219050938,12825667588,34484740102,6586882591
2019-02-09,7195349,52977522,165673574,296149004,10436179,3220811837,12839701985,34517059575,6595805360
2019-02-10,7200249,53005957,165846615,296420847,10443344,3222532019,12853112663,34547920725,6604990037
2019-02-11,7204547,53030519,166027022,296696993,10447132,3223857925,12867094205,34579046593,6610966028
2019-02-12,7208742,53061102,166193707,296963061,10453705,3225564747,12880012293,34609392236,6617463134
2019-02-13,7213015,53101108,166371439,297254502,10462814,3227862667,12893786523,34643022503,6625607093
2019-02-14,7217184,53139883,166558478,297556805,10469451,3230049666,12908282045,34677646511,6633383344
2019-02-15,7221350,53178150,166720346,297824969,10476449,3232268584,12920826815,34708726704,6642540067
2019-02-16,7225508,53217257,166903532,298121224,10483170,3234597392,12935023730,34742900928,6651380071
2019-02-17,7229732,53247563,167082926,298401449,10495006,3236190845,12948926765,34774941770,6659145209
2019-02-18,7233871,53281153,167229861,298641299,10505710,3238162043,12960314228,34802669390,6666717900
2019-02-19,7238067,53322045,167398507,298921505,10513871,3240302469,12973384293,34835152845,6675188915
2019-02-20,7242355,53369846,167579338,299229219,10521124,3243017150,12987398695,34870992942,6682603774
2019-02-21,7246597,53413301,167781263,299558759,10528826,3245526344,13003047883,34908876480,6689421212
2019-02-22,7250849,53451241,167993461,299894693,10534761,3247610690,13019493228,34947234590,6696000895
2019-02-23,7255087,53489630,168209772,300237149,10541540,3249639690,13036257330,34986484470,6702044946
2019-02-24,7259440,53525838,168419992,300567666,10550437,3251521240,13052549380,35024120396,6706942138
2019-02-25,7263694,53560747,168620405,300883856,10553490,3253115117,13068081388,35060067901,6710481310
